cliente_ref,pelicula_ref,pelicula_titulo,categoria_nombre,ingreso,veces_alquilada_pelicula,precio_promedio_genero,codigo_genero,ingreso_alto,pelicula_popular,genero_alto_valor
Melvin Ellington,Timberland Sky,Timberland Sky,Clásicos,0.99,31,3.88,3,0,1,0
Andrew Purdy,Coldblooded Darling,Coldblooded Darling,Ciencia ficción,4.99,16,4.32,2,0,0,0
Calvin Martel,Kramer Chocolate,Kramer Chocolate,Deportes,7.99,9,4.51,5,1,0,1
Virgil Wofford,Dirty Ace,Dirty Ace,Juegos,2.99,15,4.42,11,0,0,1
Margie Wade,Philadelphia Wife,Philadelphia Wife,Deportes,0.0,23,4.51,5,0,1,1
Olga Jimenez,Mission Zoolander,Mission Zoolander,Animación,4.99,18,3.99,1,1,0,0
Misty Lambert,Diary Panic,Diary Panic,Drama,2.99,9,4.33,7,0,0,0
Todd Tan,Alone Trip,Alone Trip,Música,3.99,18,4.12,12,0,0,0
John Farnsworth,Giant Troopers,Giant Troopers,Niños,5.99,28,3.87,13,1,1,0
Ruth Martinez,Attraction Newton,Attraction Newton,Nuevo,8.99,24,4.63,14,1,1,1
Lucy Wheeler,Seattle Expecations,Seattle Expecations,Drama,5.98,24,4.33,7,0,1,0
Jesus Mccartney,Congeniality Quest,Congeniality Quest,Deportes,1.99,22,4.51,5,0,1,1
Sherri Rhodes,Fire Wolves,Fire Wolves,Juegos,4.99,7,4.42,11,0,0,1
Melvin Ellington,Games Bowfinger,Games Bowfinger,Viajar,4.99,14,4.24,15,1,0,0
Tiffany Jordan,Bound Cheaper,Bound Cheaper,Clásicos,2.99,24,3.88,3,0,1,0
Marilyn Ross,Attacks Hate,Attacks Hate,Ciencia ficción,4.99,16,4.32,2,0,0,0
Charles Kowalski,Stepmom Dream,Stepmom Dream,Extranjero,5.99,20,4.13,8,1,0,0
Kristin Johnston,Joon Northwest,Joon Northwest,Deportes,0.99,17,4.51,5,0,0,1
Anne Powell,Trouble Date,Trouble Date,Viajar,3.99,23,4.24,15,0,1,0
Darlene Rose,Homicide Peach,Homicide Peach,Familia,2.99,22,3.86,9,0,1,0
Glenn Pullen,Titans Jerk,Titans Jerk,Ciencia ficción,8.99,29,4.32,2,1,1,0
Allan Cornish,Expecations Natural,Expecations Natural,Viajar,7.99,18,4.24,15,1,0,0
Jay Robb,Dragonfly Strangers,Dragonfly Strangers,Nuevo,4.99,18,4.63,14,0,0,1
Donna Thompson,Dream Pickup,Dream Pickup,Acción,2.99,22,3.94,0,0,1,0
Anne Powell,Swarm Gold,Swarm Gold,Horror,0.99,27,4.4,10,0,1,0
Jeremy Hurtado,Yentl Idaho,Yentl Idaho,Horror,4.99,23,4.4,10,0,1,0
Virginia Green,Hamlet Wisdom,Hamlet Wisdom,Ciencia ficción,2.99,14,4.32,2,0,0,0
Amy Lopez,Rocky War,Rocky War,Drama,8.99,16,4.33,7,1,0,0
Jeanne Lawson,Videotape Arsenic,Videotape Arsenic,Juegos,5.99,29,4.42,11,1,1,1
Priscilla Lowe,Movie Shakespeare,Movie Shakespeare,Familia,4.99,27,3.86,9,1,1,0
Mario Cheatham,Patriot Roman,Patriot Roman,Acción,4.99,16,3.94,0,1,0,0
Michelle Clark,Wagon Jaws,Wagon Jaws,Documental,4.99,10,4.02,6,1,0,0
Vanessa Sims,Storm Happiness,Storm Happiness,Animación,0.99,29,3.99,1,0,1,0
Ross Grey,Fantasia Park,Fantasia Park,Juegos,2.99,19,4.42,11,0,0,1
Evelyn Morgan,Sleuth Orient,Sleuth Orient,Juegos,0.99,21,4.42,11,0,1,1
Manuel Murrell,Oz Liaisons,Oz Liaisons,Animación,3.99,24,3.99,1,0,1,0
April Burns,Empire Malkovich,Empire Malkovich,Niños,0.99,21,3.87,13,0,1,0
Mitchell Westmoreland,Something Duck,Something Duck,Drama,5.99,19,4.33,7,1,0,0
Denise Kelly,River Outlaw,River Outlaw,Deportes,5.99,20,4.51,5,1,0,1
Curtis Irby,Jason Trap,Jason Trap,Familia,2.99,24,3.86,9,0,1,0
Jenny Castro,Natural Stock,Natural Stock,Familia,2.99,13,3.86,9,0,0,0
Marian Mendoza,Rocketeer Mother,Rocketeer Mother,Extranjero,6.99,33,4.13,8,1,1,0
Dawn Sullivan,Artist Coldblooded,Artist Coldblooded,Deportes,2.99,16,4.51,5,0,0,1
Jane Bennett,Guys Falcon,Guys Falcon,Ciencia ficción,9.99,9,4.32,2,1,0,0
Charlie Bess,Song Hedwig,Song Hedwig,Música,0.99,11,4.12,12,0,0,0
Tracy Cole,Greatest North,Greatest North,Música,2.99,29,4.12,12,0,1,0
Harold Martino,Hobbit Alien,Hobbit Alien,Drama,2.99,31,4.33,7,0,1,0
Mattie Hoffman,Drifter Commandments,Drifter Commandments,Acción,4.99,24,3.94,0,1,1,0
Betty White,Drifter Commandments,Drifter Commandments,Acción,4.99,24,3.94,0,1,1,0
Irma Pearson,Creepers Kane,Creepers Kane,Clásicos,8.99,14,3.88,3,1,0,0
Cassandra Walters,Celebrity Horn,Celebrity Horn,Acción,2.99,24,3.94,0,0,1,0
Troy Quigley,Salute Apollo,Salute Apollo,Nuevo,5.99,23,4.63,14,1,1,1
Randy Gaither,Poseidon Forever,Poseidon Forever,Deportes,4.99,17,4.51,5,0,0,1
Casey Mena,Brooklyn Desert,Brooklyn Desert,Extranjero,4.99,21,4.13,8,1,1,0
Wesley Bull,Translation Summer,Translation Summer,Drama,2.99,15,4.33,7,0,0,0
Todd Tan,Deer Virginian,Deer Virginian,Música,2.99,29,4.12,12,0,1,0
Willie Howell,Inch Jet,Inch Jet,Animación,4.99,18,3.99,1,1,0,0
Loretta Carpenter,Everyone Craft,Everyone Craft,Extranjero,3.99,13,4.13,8,0,0,0
Leslie Seward,Moulin Wake,Moulin Wake,Viajar,0.99,16,4.24,15,0,0,0
Elsie Kelley,State Wasteland,State Wasteland,Juegos,5.99,13,4.42,11,1,0,1
Gloria Cook,Northwest Polish,Northwest Polish,Deportes,5.99,20,4.51,5,1,0,1
Ted Breaux,Desert Poseidon,Desert Poseidon,Horror,4.99,19,4.4,10,0,0,0
Cecil Vines,Kane Exorcist,Kane Exorcist,Extranjero,0.99,14,4.13,8,0,0,0
Jesse Schilling,Hurricane Affair,Hurricane Affair,Comedia,4.99,24,4.66,4,0,1,1
Judith Cox,Roots Remember,Roots Remember,Clásicos,2.99,17,3.88,3,0,0,0
Viola Hanson,Club Graffiti,Club Graffiti,Animación,0.99,19,3.99,1,0,0,0
Victoria Gibson,Haunted Antitrust,Haunted Antitrust,Viajar,6.99,6,4.24,15,1,0,0
Rhonda Kennedy,Loser Hustler,Loser Hustler,Deportes,5.99,15,4.51,5,1,0,1
Angela Hernandez,Shanghai Tycoon,Shanghai Tycoon,Viajar,2.99,14,4.24,15,0,0,0
Mathew Bolin,Lies Treatment,Lies Treatment,Drama,5.99,27,4.33,7,1,1,0
Bernard Colby,Alaska Phantom,Alaska Phantom,Música,2.99,26,4.12,12,0,1,0
Betty White,Groundhog Uncut,Groundhog Uncut,Comedia,4.99,18,4.66,4,0,0,1
Harry Arce,Day Unfaithful,Day Unfaithful,Nuevo,7.99,14,4.63,14,1,0,1
Richard Mccrary,Casualties Encino,Casualties Encino,Acción,4.99,9,3.94,0,1,0,0
Cynthia Young,Minds Truman,Minds Truman,Acción,4.99,20,3.94,0,1,0,0
Joel Francisco,Pickup Driving,Pickup Driving,Deportes,4.99,16,4.51,5,0,0,1
Calvin Martel,Boiled Dares,Boiled Dares,Viajar,4.99,15,4.24,15,1,0,0
Norma Gonzales,Camelot Vacation,Camelot Vacation,Ciencia ficción,5.99,27,4.32,2,1,1,0
Melanie Armstrong,Basic Easy,Basic Easy,Viajar,5.99,21,4.24,15,1,1,0
Philip Causey,Primary Glass,Primary Glass,Acción,1.99,27,3.94,0,0,1,0
Heather Morris,Malkovich Pet,Malkovich Pet,Clásicos,2.99,26,3.88,3,0,1,0
Lisa Anderson,Fargo Gandhi,Fargo Gandhi,Niños,4.99,24,3.87,13,1,1,0
Kelly Torres,Heavyweights Beast,Heavyweights Beast,Documental,4.99,23,4.02,6,1,1,0
Lori Wood,Trading Pinocchio,Trading Pinocchio,Deportes,5.99,25,4.51,5,1,1,1
Kyle Spurlock,Metal Armageddon,Metal Armageddon,Documental,3.99,25,4.02,6,0,1,0
Felix Gaffney,Intentions Empire,Intentions Empire,Animación,2.99,17,3.99,1,0,0,0
Eric Robert,Newsies Story,Newsies Story,Documental,0.99,7,4.02,6,0,0,0
Tonya Chapman,Agent Truman,Agent Truman,Extranjero,8.99,21,4.13,8,1,1,0
Erik Guillen,Noon Papi,Noon Papi,Niños,2.99,17,3.87,13,0,0,0
Helen Harris,Candidate Perdition,Candidate Perdition,Clásicos,3.98,18,3.88,3,0,0,0
Alma Austin,Waterfront Deliverance,Waterfront Deliverance,Acción,8.99,17,3.94,0,1,0,0
Dale Ratcliff,Frost Head,Frost Head,Clásicos,0.99,30,3.88,3,0,1,0
Don Bone,Flamingos Connecticut,Flamingos Connecticut,Nuevo,4.99,23,4.63,14,0,1,1
Bertha Ferguson,Idols Snatchers,Idols Snatchers,Niños,2.99,30,3.87,13,0,1,0
Glen Talbert,Doom Dancing,Doom Dancing,Comedia,0.99,21,4.66,4,0,1,1
Ruth Martinez,Jericho Mulan,Jericho Mulan,Juegos,8.99,17,4.42,11,1,0,1
Alex Gresham,Birds Perdition,Birds Perdition,Nuevo,6.99,18,4.63,14,1,0,1
Peter Menard,Bright Encounters,Bright Encounters,Drama,4.99,13,4.33,7,0,0,0
Barbara Jones,Stage World,Stage World,Comedia,6.99,10,4.66,4,1,0,1
Patsy Davidson,Sleuth Orient,Sleuth Orient,Juegos,5.99,21,4.42,11,1,1,1
Gertrude Castillo,Garden Island,Garden Island,Ciencia ficción,8.99,20,4.32,2,1,0,0
Jay Robb,Jeopardy Encino,Jeopardy Encino,Clásicos,0.99,10,3.88,3,0,0,0
Regina Berry,Effect Gladiator,Effect Gladiator,Familia,0.99,25,3.86,9,0,1,0
Thelma Murray,Musketeers Wait,Musketeers Wait,Clásicos,4.99,17,3.88,3,1,0,0
Jon Wiles,Center Dinosaur,Center Dinosaur,Clásicos,4.99,24,3.88,3,1,1,0
Troy Quigley,Insects Stone,Insects Stone,Animación,0.99,18,3.99,1,0,0,0
Andy Vanhorn,Roots Remember,Roots Remember,Clásicos,5.99,17,3.88,3,1,0,0
Shirley Allen,Beauty Grease,Beauty Grease,Drama,4.99,22,4.33,7,0,1,0
Mae Fletcher,Holes Brannigan,Holes Brannigan,Deportes,4.99,15,4.51,5,0,0,1
Charlie Bess,Enemy Odds,Enemy Odds,Música,4.99,29,4.12,12,1,1,0
Ramona Hale,Flamingos Connecticut,Flamingos Connecticut,Nuevo,4.99,23,4.63,14,0,1,1
Andrea Henderson,Prix Undefeated,Prix Undefeated,Familia,5.99,11,3.86,9,1,0,0
Terry Grissom,Loathing Legally,Loathing Legally,Clásicos,1.99,27,3.88,3,0,1,0
Marc Outlaw,Confused Candles,Confused Candles,Familia,3.99,17,3.86,9,0,0,0
Julia Flores,Stock Glass,Stock Glass,Nuevo,2.99,14,4.63,14,0,0,1
Marvin Yee,Nightmare Chill,Nightmare Chill,Juegos,4.99,25,4.42,11,0,1,1
Sally Pierce,Insider Arizona,Insider Arizona,Música,6.99,20,4.12,12,1,0,0
Troy Quigley,Borrowers Bedazzled,Borrowers Bedazzled,Animación,2.99,22,3.99,1,0,1,0
Harold Martino,Double Wrath,Double Wrath,Animación,4.99,25,3.99,1,1,1,0
Jay Robb,Lies Treatment,Lies Treatment,Drama,4.99,27,4.33,7,0,1,0
Jamie Rice,Super Wyoming,Super Wyoming,Familia,4.99,13,3.86,9,1,0,0
Katherine Rivera,Notting Speakeasy,Notting Speakeasy,Drama,0.99,10,4.33,7,0,0,0
Corey Hauser,Casablanca Super,Casablanca Super,Viajar,4.99,16,4.24,15,1,0,0
Angela Hernandez,Reservoir Adaptation,Reservoir Adaptation,Extranjero,3.99,10,4.13,8,0,0,0
Annette Olson,Confessions Maguire,Confessions Maguire,Drama,6.99,14,4.33,7,1,0,0
Bradley Motley,Crossroads Casualties,Crossroads Casualties,Animación,2.99,21,3.99,1,0,1,0
Leslie Gordon,Soldiers Evolution,Soldiers Evolution,Ciencia ficción,4.99,8,4.32,2,0,0,0
Aaron Selby,Usual Untouchables,Usual Untouchables,Extranjero,4.99,13,4.13,8,1,0,0
Kelly Torres,Quest Mussolini,Quest Mussolini,Acción,2.99,20,3.94,0,0,0,0
Randall Neumann,Dragonfly Strangers,Dragonfly Strangers,Nuevo,7.99,18,4.63,14,1,0,1
Randall Neumann,Divide Monster,Divide Monster,Ciencia ficción,2.99,21,4.32,2,0,1,0
Amanda Carter,Earring Instinct,Earring Instinct,Familia,5.99,19,3.86,9,1,0,0
Tara Ryan,Reef Salute,Reef Salute,Horror,4.99,11,4.4,10,0,0,0
Stacy Cunningham,Virginian Pluto,Virginian Pluto,Documental,4.99,29,4.02,6,1,1,0
Thomas Grigsby,Perfect Groove,Perfect Groove,Comedia,2.99,17,4.66,4,0,0,1
Dana Hart,Deep Crusade,Deep Crusade,Documental,7.99,14,4.02,6,1,0,0
Everett Banda,Swarm Gold,Swarm Gold,Horror,5.99,27,4.4,10,1,1,0
Marsha Douglas,Remember Diary,Remember Diary,Familia,5.99,18,3.86,9,1,0,0
Kathryn Coleman,Mine Titans,Mine Titans,Nuevo,6.99,19,4.63,14,1,0,1
Clifford Bowens,Confidential Interview,Confidential Interview,Música,4.99,29,4.12,12,1,1,0
Deanna Byrd,Speed Suit,Speed Suit,Viajar,4.99,9,4.24,15,1,0,0
Kelly Knott,Patton Interview,Patton Interview,Horror,5.99,23,4.4,10,1,1,0
Marilyn Ross,Reef Salute,Reef Salute,Horror,0.99,11,4.4,10,0,0,0
Javier Elrod,Alone Trip,Alone Trip,Música,0.99,18,4.12,12,0,0,0
Holly Fox,Goldfinger Sensibility,Goldfinger Sensibility,Drama,3.99,24,4.33,7,0,1,0
Veronica Stone,Trojan Tomorrow,Trojan Tomorrow,Ciencia ficción,2.99,19,4.32,2,0,0,0
Diana Alexander,Gentlemen Stage,Gentlemen Stage,Extranjero,4.99,23,4.13,8,1,1,0
Dale Ratcliff,Troopers Metal,Troopers Metal,Nuevo,6.99,14,4.63,14,1,0,1
Brandon Huey,Manchurian Curtain,Manchurian Curtain,Familia,2.99,15,3.86,9,0,0,0
Anna Hill,Invasion Cyclone,Invasion Cyclone,Niños,2.99,27,3.87,13,0,1,0
Nathaniel Adam,War Notting,War Notting,Extranjero,5.99,12,4.13,8,1,0,0
Carole Barnett,Carol Texas,Carol Texas,Animación,2.99,18,3.99,1,0,0,0
Michele Grant,Betrayed Rear,Betrayed Rear,Niños,4.99,15,3.87,13,1,0,0
Beatrice Arnold,Redemption Comforts,Redemption Comforts,Nuevo,6.99,20,4.63,14,1,0,1
Ken Prewitt,Lola Agent,Lola Agent,Horror,9.99,24,4.4,10,1,1,0
Kristin Johnston,Submarine Bed,Submarine Bed,Comedia,4.99,15,4.66,4,0,0,1
Carole Barnett,Sierra Divide,Sierra Divide,Deportes,1.99,15,4.51,5,0,0,1
Douglas Graf,Rush Goodfellas,Rush Goodfellas,Familia,0.99,31,3.86,9,0,1,0
Kent Arsenault,Wonderland Christmas,Wonderland Christmas,Ciencia ficción,9.99,22,4.32,2,1,1,0
Alice Stewart,Primary Glass,Primary Glass,Acción,0.99,27,3.94,0,0,1,0
Todd Tan,Horror Reign,Horror Reign,Viajar,6.99,27,4.24,15,1,1,0
Sally Pierce,Carrie Bunch,Carrie Bunch,Horror,1.99,23,4.4,10,0,1,0
Steve Mackenzie,Pure Runner,Pure Runner,Comedia,8.99,16,4.66,4,1,0,1
Lee Hawks,Lola Agent,Lola Agent,Horror,4.99,24,4.4,10,0,1,0
Charles Kowalski,Goldmine Tycoon,Goldmine Tycoon,Ciencia ficción,0.99,27,4.32,2,0,1,0
Jacqueline Long,Alien Center,Alien Center,Extranjero,2.99,22,4.13,8,0,1,0
Louise Jenkins,Birds Perdition,Birds Perdition,Nuevo,4.99,18,4.63,14,0,0,1
Raymond Mcwhorter,Pollock Deliverance,Pollock Deliverance,Extranjero,2.99,18,4.13,8,0,0,0
Elizabeth Brown,Room Roman,Room Roman,Animación,0.99,20,3.99,1,0,0,0
Herman Devore,Aladdin Calendar,Aladdin Calendar,Deportes,4.99,23,4.51,5,0,1,1
Rosa Reynolds,Tarzan Videotape,Tarzan Videotape,Horror,2.99,8,4.4,10,0,0,0
Nina Soto,Stranger Strangers,Stranger Strangers,Niños,5.99,11,3.87,13,1,0,0
Clara Shaw,Network Peak,Network Peak,Familia,2.99,31,3.86,9,0,1,0
Alice Stewart,Random Go,Random Go,Ciencia ficción,2.99,9,4.32,2,0,0,0
Alberto Henning,Cat Coneheads,Cat Coneheads,Comedia,4.99,30,4.66,4,0,1,1
Leo Ebert,Princess Giant,Princess Giant,Documental,5.99,27,4.02,6,1,1,0
Clinton Buford,Pulp Beverly,Pulp Beverly,Horror,4.99,30,4.4,10,0,1,0
Beverly Brooks,Jet Neighbors,Jet Neighbors,Extranjero,4.99,20,4.13,8,1,0,0
Marvin Yee,Sweden Shining,Sweden Shining,Comedia,4.99,18,4.66,4,0,0,1
Sherri Rhodes,Hollywood Anonymous,Hollywood Anonymous,Niños,1.99,13,3.87,13,0,0,0
Ruben Geary,Watch Tracy,Watch Tracy,Animación,0.99,16,3.99,1,0,0,0
Teresa Rogers,Pacific Amistad,Pacific Amistad,Documental,0.99,24,4.02,6,0,1,0
Violet Rodriquez,Hustler Party,Hustler Party,Comedia,6.99,22,4.66,4,1,1,1
Jerry Jordon,Effect Gladiator,Effect Gladiator,Familia,3.99,25,3.86,9,0,1,0
Shawn Heaton,Scalawag Duck,Scalawag Duck,Música,5.99,32,4.12,12,1,1,0
Ralph Madrigal,Mine Titans,Mine Titans,Nuevo,7.99,19,4.63,14,1,0,1
Nancy Thomas,Perfect Groove,Perfect Groove,Comedia,2.99,17,4.66,4,0,0,1
Billie Horton,Expendable Stallion,Expendable Stallion,Documental,0.99,28,4.02,6,0,1,0
Myrtle Fleming,Chaplin License,Chaplin License,Nuevo,2.99,8,4.63,14,0,0,1
Fred Wheat,Sweethearts Suspects,Sweethearts Suspects,Niños,0.99,29,3.87,13,0,1,0
Rosemary Schmidt,Braveheart Human,Braveheart Human,Familia,2.99,5,3.86,9,0,0,0
Janice Ward,Dream Pickup,Dream Pickup,Acción,2.99,22,3.94,0,0,1,0
Lynn Payne,Reign Gentlemen,Reign Gentlemen,Ciencia ficción,7.99,20,4.32,2,1,0,0
Carole Barnett,Drums Dynamite,Drums Dynamite,Horror,0.99,13,4.4,10,0,0,0
Kay Caldwell,Goldfinger Sensibility,Goldfinger Sensibility,Drama,2.99,24,4.33,7,0,1,0
Phyllis Foster,Clones Pinocchio,Clones Pinocchio,Música,2.99,19,4.12,12,0,0,0
Randall Neumann,Moon Bunch,Moon Bunch,Extranjero,1.99,29,4.13,8,0,1,0
Wanda Patterson,Sun Confessions,Sun Confessions,Ciencia ficción,0.99,25,4.32,2,0,1,0
Jeffrey Spear,Confused Candles,Confused Candles,Familia,3.99,17,3.86,9,0,0,0
Neil Renner,Sinners Atlantis,Sinners Atlantis,Horror,4.99,22,4.4,10,0,1,0
Christopher Greco,Forrester Comancheros,Forrester Comancheros,Animación,4.99,27,3.99,1,1,1,0
Pauline Henry,Barefoot Manchurian,Barefoot Manchurian,Acción,2.99,18,3.94,0,0,0,0
David Royal,Wasteland Divine,Wasteland Divine,Clásicos,3.99,15,3.88,3,0,0,0
Gertrude Castillo,Dawn Pond,Dawn Pond,Juegos,9.99,18,4.42,11,1,0,1
Sue Peters,Untouchables Sunrise,Untouchables Sunrise,Documental,3.99,8,4.02,6,0,0,0
Tanya Gilbert,Paycheck Wait,Paycheck Wait,Drama,6.99,16,4.33,7,1,0,0
Carrie Porter,Durham Panky,Durham Panky,Deportes,4.99,26,4.51,5,0,1,1
Michael Silverman,Packer Madigan,Packer Madigan,Animación,2.99,22,3.99,1,0,1,0
Dorothy Taylor,Vietnam Smoochy,Vietnam Smoochy,Drama,2.99,15,4.33,7,0,0,0
Caroline Bowman,Resurrection Silverado,Resurrection Silverado,Familia,0.99,21,3.86,9,0,1,0
Carrie Porter,Daddy Pittsburgh,Daddy Pittsburgh,Comedia,4.99,13,4.66,4,0,0,1
Leon Bostic,Punk Divorce,Punk Divorce,Animación,5.99,8,3.99,1,1,0,0
Cheryl Murphy,Sugar Wonka,Sugar Wonka,Animación,4.99,17,3.99,1,1,0,0
Tanya Gilbert,Feathers Metal,Feathers Metal,Juegos,6.99,11,4.42,11,1,0,1
Marion Ocampo,Pocus Pulp,Pocus Pulp,Documental,1.99,26,4.02,6,0,1,0
Marcus Hidalgo,Pet Haunting,Pet Haunting,Extranjero,0.99,8,4.13,8,0,0,0
Jaime Nettles,Telegraph Voyage,Telegraph Voyage,Música,8.99,27,4.12,12,1,1,0
Veronica Stone,Dancing Fever,Dancing Fever,Documental,2.99,27,4.02,6,0,1,0
Travis Estep,Valley Packer,Valley Packer,Comedia,1.99,15,4.66,4,0,0,1
Viola Hanson,Dracula Crystal,Dracula Crystal,Clásicos,0.99,21,3.88,3,0,1,0
Evelyn Morgan,Darko Dorado,Darko Dorado,Acción,9.99,11,3.94,0,1,0,0
Jean Bell,Shanghai Tycoon,Shanghai Tycoon,Viajar,2.99,14,4.24,15,0,0,0
Amy Lopez,Storm Happiness,Storm Happiness,Animación,1.99,29,3.99,1,0,1,0
Mario Cheatham,Bucket Brotherhood,Bucket Brotherhood,Viajar,4.99,34,4.24,15,1,1,0
Jill Hawkins,Cheaper Clyde,Cheaper Clyde,Ciencia ficción,0.99,20,4.32,2,0,0,0
Bill Gavin,Zhivago Core,Zhivago Core,Horror,0.99,9,4.4,10,0,0,0
Eileen Carr,Weekend Personal,Weekend Personal,Ciencia ficción,2.99,18,4.32,2,0,0,0
Benjamin Varney,Grease Youth,Grease Youth,Familia,0.99,21,3.86,9,0,1,0
Bernice Willis,Grinch Massage,Grinch Massage,Juegos,4.99,14,4.42,11,0,0,1
Darrell Power,Something Duck,Something Duck,Drama,4.99,19,4.33,7,0,0,0
Perry Swafford,Monterey Labyrinth,Monterey Labyrinth,Horror,0.99,13,4.4,10,0,0,0
Brittany Riley,Minds Truman,Minds Truman,Acción,8.99,20,3.94,0,1,0,0
Derrick Bourque,Mosquito Armageddon,Mosquito Armageddon,Deportes,0.99,15,4.51,5,0,0,1
Stacey Montgomery,Wasteland Divine,Wasteland Divine,Clásicos,2.99,15,3.88,3,0,0,0
Jerome Kenyon,Affair Prejudice,Affair Prejudice,Horror,2.99,23,4.4,10,0,1,0
Manuel Murrell,Sleepy Japanese,Sleepy Japanese,Nuevo,2.99,21,4.63,14,0,1,1
Leah Curtis,Rings Heartbreakers,Rings Heartbreakers,Acción,1.99,15,3.94,0,0,0,0
Erik Guillen,Secrets Paradise,Secrets Paradise,Familia,9.99,20,3.86,9,1,0,0
Vera Mccoy,Mask Peach,Mask Peach,Nuevo,5.99,17,4.63,14,1,0,1
Curtis Irby,Telegraph Voyage,Telegraph Voyage,Música,6.99,27,4.12,12,1,1,0
Rebecca Scott,Forward Temple,Forward Temple,Juegos,2.99,32,4.42,11,0,1,1
Phyllis Foster,Super Wyoming,Super Wyoming,Familia,8.99,13,3.86,9,1,0,0
Amanda Carter,Hurricane Affair,Hurricane Affair,Comedia,2.99,24,4.66,4,0,1,1
Beth Franklin,Baked Cleopatra,Baked Cleopatra,Familia,2.99,16,3.86,9,0,0,0
Billy Poulin,Handicap Boondock,Handicap Boondock,Acción,4.99,28,3.94,0,1,1,0
Gertrude Castillo,Spy Mile,Spy Mile,Juegos,3.99,27,4.42,11,0,1,1
Priscilla Lowe,Microcosmos Paradise,Microcosmos Paradise,Niños,5.99,13,3.87,13,1,0,0
Roberto Vu,Soup Wisdom,Soup Wisdom,Familia,3.99,8,3.86,9,0,0,0
Dana Hart,Odds Boogie,Odds Boogie,Familia,0.99,15,3.86,9,0,0,0
Anna Hill,Liberty Magnificent,Liberty Magnificent,Deportes,7.99,12,4.51,5,1,0,1
April Burns,Karate Moon,Karate Moon,Horror,0.99,23,4.4,10,0,1,0
Tommy Collazo,Trap Guys,Trap Guys,Extranjero,10.99,16,4.13,8,1,0,0
Carrie Porter,Jumping Wrath,Jumping Wrath,Niños,0.99,24,3.87,13,0,1,0
Roger Quintanilla,Fight Jawbreaker,Fight Jawbreaker,Animación,1.99,22,3.99,1,0,1,0
Harry Arce,Tracy Cider,Tracy Cider,Animación,1.99,26,3.99,1,0,1,0
Marjorie Tucker,Amistad Midsummer,Amistad Midsummer,Nuevo,2.99,21,4.63,14,0,1,1
Gary Coy,Chitty Lock,Chitty Lock,Drama,2.99,8,4.33,7,0,0,0
Christy Vargas,Wonka Sea,Wonka Sea,Animación,2.99,18,3.99,1,0,0,0
Tommy Collazo,Movie Shakespeare,Movie Shakespeare,Familia,4.99,27,3.86,9,1,1,0
Helen Harris,Smoking Barbarella,Smoking Barbarella,Documental,0.0,18,4.02,6,0,0,0
Tanya Gilbert,Hanover Galaxy,Hanover Galaxy,Música,6.99,17,4.12,12,1,0,0
Jeff East,Hollywood Anonymous,Hollywood Anonymous,Niños,0.99,13,3.87,13,0,0,0
Judith Cox,Goldfinger Sensibility,Goldfinger Sensibility,Drama,0.99,24,4.33,7,0,1,0
Max Pitt,Goldmine Tycoon,Goldmine Tycoon,Ciencia ficción,2.99,27,4.32,2,0,1,0
Jean Bell,Durham Panky,Durham Panky,Deportes,4.99,26,4.51,5,0,1,1
Zachary Hite,Highball Potter,Highball Potter,Extranjero,2.99,21,4.13,8,0,1,0
Velma Lucas,Squad Fish,Squad Fish,Deportes,4.99,7,4.51,5,0,0,1
Billie Horton,Gunfight Moon,Gunfight Moon,Comedia,0.99,24,4.66,4,0,1,1
Wendy Harrison,Dracula Crystal,Dracula Crystal,Clásicos,0.99,21,3.88,3,0,1,0
Christy Vargas,Empire Malkovich,Empire Malkovich,Niños,0.99,21,3.87,13,0,1,0
Stacey Montgomery,Paradise Sabrina,Paradise Sabrina,Comedia,2.99,18,4.66,4,0,0,1
Clarence Gamez,Doctor Grail,Doctor Grail,Niños,2.99,7,3.87,13,0,0,0
Dora Medina,Road Roxanne,Road Roxanne,Documental,4.99,19,4.02,6,1,0,0
Miguel Betancourt,Operation Operation,Operation Operation,Comedia,3.99,27,4.66,4,0,1,1
Georgia Jacobs,Brotherhood Blanket,Brotherhood Blanket,Documental,6.99,26,4.02,6,1,1,0
Jorge Olivares,Island Exorcist,Island Exorcist,Clásicos,4.99,26,3.88,3,1,1,0
Walter Perryman,Donnie Alley,Donnie Alley,Animación,0.99,14,3.99,1,0,0,0
Alicia Mills,Slums Duck,Slums Duck,Familia,0.99,24,3.86,9,0,1,0
Marian Mendoza,Fire Wolves,Fire Wolves,Juegos,4.99,7,4.42,11,0,0,1
Leo Ebert,Sensibility Rear,Sensibility Rear,Familia,4.99,10,3.86,9,1,0,0
Mattie Hoffman,Flatliners Killer,Flatliners Killer,Deportes,5.99,22,4.51,5,1,1,1
Herman Devore,Jumping Wrath,Jumping Wrath,Niños,1.99,24,3.87,13,0,1,0
Ramona Hale,Honey Ties,Honey Ties,Deportes,1.99,19,4.51,5,0,0,1
Anita Morales,Name Detective,Name Detective,Juegos,4.99,23,4.42,11,0,1,1
Phyllis Foster,Driving Polish,Driving Polish,Música,4.99,21,4.12,12,1,1,0
Stacy Cunningham,Antitrust Tomatoes,Antitrust Tomatoes,Acción,2.99,10,3.94,0,0,0,0
Bobby Boudreau,Spinal Rocky,Spinal Rocky,Familia,2.99,13,3.86,9,0,0,0
